Ranking,Rating,Number of Reviews,Price,City Part,City Ranking 1,City Ranking 2,Cuisine Norm,Days,Dif Days
363.0,4.5,42.0,1,0.0205,0.011438949938949939,0.018110291556072453,-0.012979199999999998,575.7305018056379,504.0876149434008
1037.0,4.0,3.0,1,0.011075,-0.014883597285067874,0.0032299239636880816,-0.012979199999999998,575.7305018056379,504.0876149434008
1948.0,4.0,9.0,1,0.0205,-0.028234432234432234,0.005597295864540265,-0.012979199999999998,2637.0,504.0876149434008
617.0,4.0,115.0,0,0.0204,0.0049811042944785285,0.016365501740562238,0.035020800000000005,575.7305018056379,504.0876149434008
29.0,4.5,795.0,1,0.009625,0.008923177083333334,0.00940668132163853,0.0190208,476.0,331.0
1557.0,4.0,78.0,1,0.0325,-0.006429946112394149,0.022370068168870237,0.0110208,294.0,751.0
9638.0,3.5,108.0,0,0.122425,-0.1185492085375817,0.044227782540552374,0.0110208,236.0,449.0
1607.0,4.5,11.0,0,0.036075,-0.004102843273231623,0.023301300960250935,-0.012979199999999998,405.0,787.0
15050.0,3.0,2.0,1,0.143925,-0.23236536223071577,0.013369275992069834,-0.012979199999999998,575.7305018056379,504.0876149434008
2124.0,4.0,44.0,1,0.0777,0.024607917605407148,0.06216095582852897,-0.012979199999999998,406.0,888.0
1449.0,4.5,13.0,0,0.036075,-0.00015010402219140084,0.024548457312459488,-0.012979199999999998,299.0,562.0
516.0,4.5,61.0,0,0.0325,0.019615088529638183,0.03058716095778834,0.0110208,99.0,232.0
7710.0,3.0,2.0,2,0.06835,-0.12444551774606659,0.006850762341662385,-0.012979199999999998,1138.0,1142.0
129.0,4.5,62.0,1,0.012825,0.009618749999999999,0.013020675909010803,0.0190208,241.0,229.0
4797.0,4.0,75.0,1,0.143925,0.024004169562195966,0.09428733192282072,0.0030208000000000014,112.0,112.0
5945.0,4.5,67.0,1,0.122425,-0.026205351307189543,0.073373607116259,-0.012979199999999998,480.0,597.0
4467.0,4.0,24.0,1,0.06835,-0.043340852542993046,0.03244641012278118,-0.012979199999999998,1629.0,504.0876149434008
568.0,3.5,299.0,1,0.0157,0.0015023923444976075,0.013208646698128096,0.0190208,160.0,1295.0
86.0,4.5,351.0,1,0.016475,0.014346770516717325,0.014970146566949612,0.0110208,114.0,1339.0
2965.0,3.5,34.0,0,0.02715,-0.04701829493087558,0.005028385486496253,-0.012979199999999998,1016.0,307.0
7136.0,3.5,540.0,1,0.143925,-0.03448098940236275,0.07582762912149171,0.0110208,224.0,1218.0
6701.0,4.0,21.0,0,0.122425,-0.045109211601307195,0.0674071182510453,-0.012979199999999998,575.7305018056379,504.0876149434008
2275.0,5.0,13.0,1,0.06835,0.01147919868276619,0.04974695281048158,-0.012979199999999998,155.0,394.0
1011.0,4.0,184.0,1,0.0777,0.052441873189571934,0.07094525545234216,0.0190208,132.0,181.0
7326.0,3.0,0.0,1,0.0777,-0.10548393949147088,0.021104417964129818,-0.012979199999999998,1129.0,504.0876149434008
4483.0,4.0,23.0,0,0.0777,-0.034386063727067914,0.043542660399440616,-0.012979199999999998,1813.0,504.0876149434008
73.0,4.5,167.0,1,0.016475,0.01467226443768997,0.015072789976955069,0.0030208000000000014,111.0,138.0
1190.0,4.0,34.0,1,0.0265,-0.0032530689329556186,0.009118759647086973,-0.012979199999999998,114.0,1097.0
3838.0,3.5,186.0,1,0.053325,-0.042644992964352715,0.0212949655439235,-0.012979199999999998,575.7305018056379,504.0876149434008
493.0,4.0,1367.0,2,0.122425,0.11012248774509804,0.11640177813893772,-0.004979199999999999,109.0,459.0
4772.0,5.0,3.0,0,0.05195,-0.06738242657679346,0.04066983842823056,0.0030208000000000014,645.0,84.0
1270.0,3.5,1135.0,1,0.122425,0.09069352022058824,0.11026955347191253,0.0030208000000000014,213.0,659.0
1052.0,4.0,543.0,1,0.143925,0.1176454351980542,0.12384337595487595,0.0190208,180.0,1763.0
10877.0,3.5,33.0,0,0.143925,-0.12802223766504517,0.0463031536277885,-0.004979199999999999,97.0,158.0
8243.0,5.0,0.0,0,0.122425,-0.083667085375817,0.05523737508945861,0.0030208000000000014,149.0,213.0
12040.0,3.5,40.0,1,0.122425,-0.17861147365196078,0.025270763685733173,-0.004979199999999999,286.0,583.0
5135.0,4.5,4.0,1,0.0777,-0.05069130994528485,0.038396781374529385,-0.012979199999999998,647.0,504.0876149434008
7807.0,3.5,74.0,1,0.143925,-0.05125890375260598,0.07053200681294458,0.0110208,175.0,1440.0
2102.0,3.5,324.0,1,0.053325,0.0007753635084427768,0.03499698933349029,0.0030208000000000014,651.0,754.0
1169.0,4.5,106.0,1,0.05195,0.022735941261434765,0.06910636624831881,0.035020800000000005,1013.0,444.0
326.0,4.0,67.0,1,0.016475,0.00833765197568389,0.013075191305310421,0.0110208,256.0,967.0
1589.0,4.0,97.0,1,0.0777,0.03798722240102993,0.06638341791185337,-0.004979199999999999,1287.0,303.0
185.0,4.0,220.0,1,0.0223,0.01769483726150393,0.018102889268858332,-0.004979199999999999,125.0,246.0
7994.0,5.0,0.0,1,0.122425,-0.07744081392973856,0.057202528168080594,0.0110208,146.0,364.0
29.0,4.5,276.0,2,0.023725,0.023024261603375527,0.022175495836512023,0.0190208,283.0,480.0
5127.0,5.0,14.0,0,0.122425,-0.005751174428104576,0.07982941120586853,-0.004979199999999999,955.0,292.0
1245.0,4.0,41.0,1,0.036075,0.004953432732316227,0.02615870981784268,0.0270208,671.0,518.0
951.0,4.0,12.0,1,0.018175,-0.00560771349862259,0.013594529981042996,-0.004979199999999999,293.0,802.0
8373.0,4.5,3.0,1,0.143925,-0.06541136205698402,0.06606505863613729,-0.012979199999999998,228.0,1106.0
6307.0,4.0,41.0,1,0.143925,-0.013752388811674775,0.08237020869494266,0.0110208,277.0,398.0
556.0,5.0,0.0,1,0.0094,-0.004512,0.006160108192043004,-0.012979199999999998,243.0,738.0
2762.0,4.5,31.0,1,0.06835,-0.0007002561287961946,0.045903264722475155,-0.012979199999999998,416.0,1166.0
925.0,4.5,11.0,1,0.023725,0.000600632911392405,0.015102073170255428,-0.012979199999999998,288.0,572.0
479.0,4.0,0.0,0,0.00525,-0.006757177033492823,0.0013515537286564554,0.0030208000000000014,1821.0,504.0876149434008
165.0,4.5,36.0,1,0.0094,0.005289066666666667,0.009248059862669689,0.0030208000000000014,103.0,463.0
6369.0,4.0,20.0,1,0.122425,-0.036807516339869284,0.0700273223558746,-0.012979199999999998,163.0,287.0
1035.0,4.5,18.0,0,0.0325,0.0066301000769822946,0.026490454754667787,0.0190208,234.0,104.0
238.0,4.5,28.0,1,0.012025,0.006087656249999999,0.008845176221131078,-0.012979199999999998,152.0,590.0
1152.0,5.0,26.0,1,0.053325,0.024536503283302064,0.0424952166376887,-0.012979199999999998,560.0,180.0
2340.0,3.5,2.0,1,0.023725,-0.034811682489451476,0.003931433580129222,-0.004979199999999999,620.0,354.0
1222.0,5.0,5.0,1,0.022325,-0.008234220852017938,0.012702172979235054,-0.004979199999999999,575.7305018056379,504.0876149434008
7608.0,3.5,2.0,0,0.06835,-0.12189458470545188,0.007655805842641144,-0.004979199999999999,1538.0,504.0876149434008
4989.0,3.5,39.0,1,0.0777,-0.04704013517862891,0.03954907943838988,-0.012979199999999998,594.0,504.0876149434008
552.0,4.0,45.0,1,0.0205,0.006708180708180709,0.01661820563449543,-0.004979199999999999,141.0,157.0
13456.0,4.0,7.0,1,0.143925,-0.19250843902015288,0.0259493385253398,-0.012979199999999998,1553.0,87.0
2833.0,4.5,27.0,1,0.0777,0.006877212745413583,0.056565207011562604,-0.012979199999999998,253.0,956.0
7497.0,3.0,170.0,0,0.0777,-0.10976031541680077,0.01975480858796445,0.0110208,606.0,647.0
14368.0,3.5,26.0,1,0.143925,-0.21531240010423905,0.018751711781084965,-0.004979199999999999,575.7305018056379,504.0876149434008
1403.0,4.5,234.0,2,0.143925,0.10886891070187629,0.12107323671448839,0.0030208000000000014,189.0,137.0
9080.0,4.5,7.0,1,0.122425,-0.10459635927287582,0.04863161956011487,-0.012979199999999998,1319.0,440.0
1372.0,5.0,29.0,1,0.06835,0.03406245883644347,0.056873955569146484,0.0030208000000000014,292.0,284.0
1325.0,4.5,134.0,1,0.06835,0.0352378887669228,0.057244906986264145,0.0270208,124.0,281.0
7997.0,4.5,10.0,1,0.0777,-0.12226433859028002,0.015808582341866877,0.0030208000000000014,775.0,808.0
685.0,4.0,262.0,1,0.053325,0.03621697936210131,0.04618118732301572,-0.012979199999999998,575.7305018056379,504.0876149434008
5309.0,4.5,11.0,0,0.0777,-0.05504271000965562,0.03702349464088743,0.0030208000000000014,575.7305018056379,504.0876149434008
1220.0,5.0,2.0,1,0.0149,-0.01562621848739496,0.0038375978091817115,-0.012979199999999998,187.0,152.0
8651.0,2.0,12.0,1,0.0777,-0.13861960090119085,0.010646918411971252,-0.012979199999999998,1189.0,363.0
2769.0,3.0,20.0,1,0.0265,-0.0427653446647781,-0.0033474927189306295,-0.012979199999999998,974.0,392.0
14692.0,3.5,12.0,0,0.143925,-0.2234138073314802,0.016194660174573376,0.0110208,158.0,508.0
1868.0,5.0,0.0,1,0.02915,-0.017565064377682404,0.014477221043478915,-0.012979199999999998,1322.0,504.0876149434008
79.0,4.5,495.0,1,0.0325,0.030548498845265587,0.03403660336773763,0.0110208,97.0,655.0
1469.0,4.0,129.0,1,0.0777,0.04098818796266495,0.06733051221091679,0.0030208000000000014,320.0,413.0
2628.0,3.5,24.0,1,0.02715,-0.03858552995391706,0.0076886145429314766,0.0030208000000000014,384.0,373.0
15711.0,2.5,7.0,1,0.143925,-0.24889323314801945,0.00815257502940268,-0.012979199999999998,173.0,902.0
3909.0,4.0,128.0,0,0.05195,-0.04579703899855561,0.047481030076505934,-0.004979199999999999,108.0,176.0
1010.0,4.5,8.0,0,0.012825,-0.012449267578125,0.006064208064354333,-0.004979199999999999,670.0,873.0
7431.0,3.0,65.0,1,0.0777,-0.10810978435790151,0.020275710452449327,-0.004979199999999999,447.0,255.0
8088.0,4.5,6.0,1,0.143925,-0.05828512421820709,0.06831431699371693,0.0110208,92.0,163.0
333.0,4.5,67.0,0,0.0157,0.00738676236044657,0.015064015481188528,0.0110208,575.7305018056379,504.0876149434008
2023.0,4.0,14.0,1,0.02715,-0.023446589861751153,0.012464396676887887,0.0270208,249.0,520.0
8561.0,4.0,12.0,1,0.122425,-0.0916187091503268,0.052727661519170306,-0.012979199999999998,847.0,730.0
439.0,4.5,32.0,1,0.016825,0.005858705357142857,0.012751244149732829,0.035020800000000005,132.0,108.0
9819.0,4.5,7.0,1,0.122425,-0.12307513276143792,0.04279929777255809,-0.012979199999999998,1643.0,583.0
7201.0,4.0,32.0,1,0.122425,-0.057611764705882355,0.06346102773172407,0.0030208000000000014,1014.0,418.0
10401.0,3.0,126.0,1,0.122425,-0.13762810457516342,0.038206048408068176,-0.004979199999999999,575.7305018056379,504.0876149434008
1660.0,5.0,3.0,2,0.0325,-0.009006928406466512,0.02155704169695999,-0.004979199999999999,230.0,211.0
6196.0,3.5,79.0,1,0.0777,-0.0772248471194078,0.030022889280310334,0.0030208000000000014,575.7305018056379,504.0876149434008
12798.0,3.0,38.0,1,0.122425,-0.19756534415849672,0.019288490458442185,-0.012979199999999998,299.0,530.0
697.0,4.5,19.0,1,0.023725,0.0063066455696202525,0.01690200661657965,-0.012979199999999998,1085.0,73.0
10464.0,4.5,6.0,1,0.122425,-0.13920342626633989,0.0377088410026337,-0.012979199999999998,1278.0,363.0
1971.0,4.0,3.0,1,0.023725,-0.02557695147679325,0.006844483762996056,-0.012979199999999998,313.0,403.0
9.0,4.5,557.0,2,0.022325,0.022124775784753362,0.02227814303753967,0.0190208,224.0,178.0
972.0,4.5,11.0,1,0.0204,-0.00390478527607362,0.013562919435738506,-0.012979199999999998,193.0,444.0
12000.0,3.5,104.0,1,0.122425,-0.17761126940359478,0.025586450927278872,-0.012979199999999998,373.0,587.0
6870.0,3.5,24.0,1,0.0777,-0.09408027035725781,0.024703376300570807,-0.012979199999999998,1182.0,772.0
940.0,5.0,119.0,0,0.05195,0.02846369764082812,0.07091373923494113,0.0030208000000000014,112.0,250.0
70.0,4.5,206.0,1,0.0204,0.018672883435582825,0.02068384686940331,0.035020800000000005,310.0,296.0
882.0,4.0,10.0,1,0.018175,-0.003880337465564738,0.014139258534290362,-0.012979199999999998,159.0,328.0
3637.0,4.0,18.0,1,0.06835,-0.022583260153677277,0.038997254297412264,0.0030208000000000014,911.0,504.0876149434008
1045.0,4.5,16.0,0,0.0223,-0.0038292929292929293,0.011313318936883553,0.0030208000000000014,1371.0,272.0
3772.0,4.5,2.0,1,0.053325,-0.040994219043151967,0.021815895019794126,-0.012979199999999998,364.0,504.0876149434008
2993.0,1.5,17.0,1,0.0265,-0.04837063267233239,-0.005115979438365679,-0.012979199999999998,193.0,862.0
714.0,4.5,35.0,0,0.0265,0.008658168083097263,0.012876793925886454,0.0030208000000000014,182.0,391.0
5253.0,4.0,13.0,1,0.05195,-0.07941321617717863,0.036873565910478016,-0.012979199999999998,384.0,270.0
5474.0,3.5,116.0,1,0.122425,-0.01442794628267974,0.07709082438545961,-0.004979199999999999,122.0,1120.0
15264.0,2.5,25.0,1,0.143925,-0.23771629169562197,0.01168035919023811,-0.004979199999999999,1498.0,341.0
5933.0,3.5,108.0,1,0.122425,-0.02590529003267974,0.0734683132887227,0.0030208000000000014,99.0,203.0
478.0,4.0,584.0,1,0.053325,0.041394406660412754,0.04781501158824632,0.0270208,401.0,581.0
3437.0,1.0,0.0,1,0.02915,-0.0568237339055794,0.0020918558214405194,0.0030208000000000014,2115.0,504.0876149434008
3759.0,3.5,45.0,1,0.053875,-0.0401186165273909,0.01741192813837686,-0.004979199999999999,238.0,489.0
1670.0,2.5,70.0,0,0.0149,-0.02689512605042017,0.0002842665043838305,0.035020800000000005,124.0,112.0
3644.0,4.5,43.0,0,0.122425,0.03133139808006536,0.0915335156861753,0.0110208,575.7305018056379,504.0876149434008
10758.0,4.0,0.0,1,0.122425,-0.14655492749183008,0.03538853977727282,-0.012979199999999998,982.0,504.0876149434008
175.0,4.0,369.0,0,0.012025,0.007665937499999999,0.009342717383569704,0.0030208000000000014,173.0,1479.0
464.0,3.5,25.0,1,0.00525,-0.006380382775119617,0.0014701110732754429,-0.012979199999999998,454.0,204.0
1597.0,4.5,4.0,1,0.023725,-0.016217088607594937,0.009797006170562983,-0.012979199999999998,2203.0,504.0876149434008
12999.0,4.5,4.0,1,0.143925,-0.18108145413481586,0.029556044032055213,-0.012979199999999998,447.0,993.0
2246.0,3.5,16.0,1,0.0223,-0.03388799102132435,0.0018316050197885445,-0.012979199999999998,107.0,202.0
7623.0,5.0,11.0,1,0.122425,-0.0681639195261438,0.06013052733341694,-0.012979199999999998,1472.0,504.0876149434008
7279.0,2.5,28.0,1,0.06835,-0.1136665751920966,0.010252465762464791,-0.012979199999999998,193.0,1419.0
8087.0,5.0,0.0,1,0.122425,-0.07976628880718954,0.056468555331486835,-0.012979199999999998,1504.0,504.0876149434008
2348.0,5.0,12.0,1,0.053325,-0.005377521106941839,0.03305534310524523,-0.012979199999999998,841.0,335.0
2232.0,4.5,4.0,0,0.036075,-0.01973867891816921,0.018367929313856342,0.0110208,1188.0,504.0876149434008
3525.0,4.0,14.0,1,0.0777,-0.010428355326681687,0.05110362988696357,-0.004979199999999999,575.7305018056379,504.0876149434008
5370.0,3.5,151.0,0,0.053325,-0.08096295731707316,0.00920308740704774,0.0110208,195.0,897.0
1160.0,4.0,12.0,0,0.01345,-0.015578957169459963,0.0038139947084139046,-0.012979199999999998,1079.0,400.0
11488.0,4.0,9.0,1,0.143925,-0.14329989141765115,0.04148105939452128,0.0110208,115.0,711.0
17.0,5.0,86.0,2,0.016475,0.01607439209726444,0.01551494620467088,0.0270208,84.0,184.0
5986.0,3.5,3.0,1,0.053875,-0.09581946378830083,-0.00016575271573250863,-0.012979199999999998,575.7305018056379,504.0876149434008
978.0,4.0,99.0,2,0.02715,0.002702488479262673,0.02071347490826714,0.0270208,158.0,137.0
1314.0,4.0,9.0,1,0.016475,-0.01639988601823708,0.00527429214489575,-0.012979199999999998,542.0,351.0
2192.0,3.0,2.0,1,0.0223,-0.032536475869809206,0.002257926877842775,-0.012979199999999998,984.0,264.0
2164.0,4.5,101.0,1,0.122425,0.06833895526960784,0.10321394362336617,0.0030208000000000014,374.0,288.0
3018.0,4.0,4.0,1,0.0325,-0.042983063895304076,0.01083772180517249,-0.012979199999999998,676.0,504.0876149434008
13149.0,3.5,7.0,0,0.143925,-0.18483210562890895,0.028372223843855404,-0.012979199999999998,345.0,521.0
55.0,4.5,732.0,1,0.06835,0.06699950603732162,0.06726848783178399,0.0430208,725.0,272.0
3733.0,3.0,0.0,1,0.036075,-0.05728970180305132,0.006519943967875092,0.0110208,1161.0,504.0876149434008
463.0,4.5,143.0,1,0.02715,0.015589354838709678,0.024778810113205242,0.035020800000000005,233.0,160.0
2842.0,5.0,4.0,1,0.053875,-0.017182973537604458,0.02464979672536307,-0.012979199999999998,987.0,5.0
691.0,4.0,26.0,1,0.016475,-0.0008012158054711247,0.01019328017823415,0.0110208,220.0,343.0
557.0,4.0,40.0,1,0.009625,-0.004311197916666667,0.005236464917083414,0.0270208,399.0,790.0
1646.0,4.5,20.0,1,0.0325,-0.008656658968437259,0.021667550149452642,0.0190208,266.0,203.0
336.0,4.5,4.0,1,0.004575,-0.0038460164835164836,0.001533876777033989,-0.012979199999999998,736.0,370.0
9534.0,4.0,8.0,1,0.122425,-0.11594867749183006,0.04504856936857119,-0.012979199999999998,241.0,741.0
3450.0,5.0,0.0,1,0.053875,-0.032390030176415965,0.01985086095558377,0.0190208,659.0,515.0
12347.0,2.5,115.0,1,0.122425,-0.18628804125816995,0.02284786410686994,-0.012979199999999998,212.0,740.0
12594.0,3.0,0.0,1,0.122425,-0.19246430249183008,0.02089849539032525,-0.012979199999999998,1387.0,504.0876149434008
1258.0,5.0,62.0,0,0.06835,0.03691350164654225,0.057773710070240396,0.0190208,203.0,332.0
110.0,4.5,120.0,1,0.022325,0.019596945067264577,0.021480803403665996,0.035020800000000005,153.0,576.0
1330.0,4.0,7.0,1,0.01345,-0.01983687150837989,0.0024715949145622195,-0.012979199999999998,575.7305018056379,504.0876149434008
953.0,4.0,86.0,1,0.016475,-0.007361170212765957,0.008124620684278034,0.0030208000000000014,329.0,604.0
231.0,5.0,27.0,1,0.023725,0.017968934599156116,0.02058081795862828,-0.012979199999999998,320.0,841.0
2031.0,4.5,123.0,0,0.143925,0.0931661831132731,0.11611697619322518,0.0270208,186.0,1148.0
1397.0,4.0,404.0,1,0.143925,0.10901893676164003,0.12112058952201638,0.0270208,189.0,1009.0
5731.0,4.5,14.0,0,0.143925,0.0006501129256428075,0.08691607821762992,0.0030208000000000014,668.0,271.0
3590.0,2.5,2.0,1,0.0325,-0.05729407236335643,0.006322662174758312,-0.012979199999999998,1481.0,504.0876149434008
2443.0,3.0,20.0,1,0.0223,-0.038818518518518516,0.000276319722812927,-0.012979199999999998,2094.0,504.0876149434008
9068.0,5.0,3.0,1,0.143925,-0.08278938064628213,0.06058002509747819,-0.012979199999999998,552.0,763.0
2879.0,3.0,75.0,1,0.02915,-0.042861759656652364,0.006496593739794518,0.0190208,866.0,215.0
4524.0,4.0,153.0,1,0.05195,-0.061179441502166594,0.04262716812553334,-0.004979199999999999,1025.0,504.0876149434008
2908.0,4.5,21.0,1,0.0777,0.005001609269391696,0.05597327307464797,-0.012979199999999998,207.0,756.0
5328.0,4.0,84.0,1,0.122425,-0.010777200776143792,0.0782430828171014,0.0030208000000000014,575.7305018056379,504.0876149434008
1647.0,4.0,99.0,1,0.053325,0.012155698874296433,0.038588245568659,0.0270208,211.0,752.0
1543.0,4.0,23.0,1,0.0325,-0.006079676674364896,0.022480576621362887,-0.004979199999999999,455.0,355.0
13779.0,3.0,54.0,0,0.143925,-0.20058484190410006,0.023400179053416213,-0.004979199999999999,610.0,120.0
414.0,3.5,42.0,1,0.0094,-0.0009525333333333334,0.007281563785979038,-0.012979199999999998,364.0,328.0
507.0,3.5,144.0,1,0.0205,0.007834554334554334,0.01697346418725186,0.0110208,116.0,148.0
2130.0,4.0,27.0,0,0.0265,-0.026775259678942398,0.0016974314494577485,-0.004979199999999999,219.0,860.0
1244.0,4.5,11.0,0,0.022325,-0.008784837443946189,0.012528495039183365,-0.004979199999999999,827.0,945.0
1625.0,4.0,37.0,1,0.02715,-0.01348741935483871,0.015606150874102186,0.0110208,575.7305018056379,504.0876149434008
2478.0,3.5,14.0,1,0.022325,-0.039669422645739916,0.0027867414926475913,-0.004979199999999999,1530.0,504.0876149434008
2026.0,3.5,7.0,1,0.0223,-0.02838181818181818,0.0035684718488983714,-0.012979199999999998,206.0,282.0
6364.0,4.0,32.0,0,0.143925,-0.01517763637943016,0.08192035702342673,0.0190208,135.0,657.0
1210.0,4.0,3.0,1,0.01345,-0.016831284916201117,0.0034191712396339975,-0.012979199999999998,847.0,342.0
2796.0,4.0,16.0,1,0.0325,-0.037428791377983064,0.012590070123270299,0.0030208000000000014,1064.0,318.0
13220.0,3.0,22.0,1,0.122425,-0.2081174989787582,0.015957990060135065,-0.004979199999999999,891.0,474.0
6064.0,5.0,23.0,1,0.143925,-0.007676333391243919,0.08428799739982636,-0.012979199999999998,664.0,289.0
12035.0,4.5,4.0,1,0.143925,-0.15697726719944408,0.03716406177488599,-0.012979199999999998,1945.0,97.0
7630.0,3.0,209.0,1,0.0777,-0.11308638558094625,0.018705112406502494,0.0110208,575.7305018056379,504.0876149434008
12393.0,4.0,2.0,1,0.143925,-0.16592882209867962,0.03433867759238244,-0.012979199999999998,1798.0,232.0
4692.0,3.5,17.0,1,0.053325,-0.06400500703564728,0.014554453840991452,-0.012979199999999998,607.0,904.0
7146.0,4.0,11.0,1,0.143925,-0.034731032835302295,0.07574870777561173,-0.004979199999999999,190.0,139.0
415.0,5.0,20.0,1,0.023725,0.013364082278481012,0.01912824008966487,-0.012979199999999998,104.0,851.0
2953.0,4.0,171.0,1,0.05195,-0.021885532017332694,0.05502622036126985,0.035020800000000005,578.0,366.0
1216.0,4.0,24.0,1,0.0205,-0.009912087912087912,0.011376168322711598,-0.004979199999999999,94.0,534.0
787.0,4.0,451.0,1,0.06835,0.04869281009879253,0.06149111682475995,0.0030208000000000014,258.0,183.0
4014.0,5.0,0.0,1,0.0777,-0.022657289990344383,0.047244220618280146,-0.012979199999999998,642.0,474.0
6264.0,4.5,12.0,1,0.0777,-0.07892539427100097,0.029486202510841063,-0.012979199999999998,1979.0,138.0
341.0,4.5,76.0,1,0.012025,0.003507291666666667,0.008031735907937775,0.0110208,195.0,406.0
1729.0,4.0,588.0,1,0.143925,0.10071749478804726,0.1185004008388008,-0.004979199999999999,122.0,111.0
2025.0,4.0,5.0,1,0.0265,-0.024147780925401322,0.0025264095991929278,-0.012979199999999998,50.0,929.0
168.0,4.5,202.0,1,0.0149,0.010717983193277311,0.012144496770620315,0.0270208,554.0,575.0
15.0,4.5,809.0,2,0.023725,0.02337463080168776,0.02228601806567228,0.0270208,379.0,743.0
2690.0,4.5,216.0,0,0.143925,0.07668832088255734,0.11091605949973404,0.0110208,203.0,70.0
623.0,4.0,143.0,1,0.0204,0.004830920245398773,0.016318134152311696,0.0030208000000000014,182.0,968.0
1326.0,4.0,5.0,1,0.0205,-0.012665445665445666,0.010507758527084757,-0.012979199999999998,718.0,337.0
2233.0,4.0,797.0,1,0.143925,0.08811530576789438,0.11452276500644945,0.0270208,222.0,1702.0
1930.0,2.0,20.0,1,0.016475,-0.03182329027355623,0.00041057364002182483,0.0190208,1255.0,68.0
2497.0,3.5,53.0,0,0.02715,-0.03530751152073733,0.008722709517391458,0.0190208,112.0,1373.0
267.0,4.5,76.0,2,0.023725,0.01706798523206751,0.020296617940787614,0.0030208000000000014,373.0,593.0
1172.0,3.5,2354.0,1,0.0325,0.0032024634334103155,0.025409050612418237,0.0110208,192.0,391.0
1638.0,3.5,3.0,1,0.016475,-0.02451219604863222,0.002716102541682841,-0.012979199999999998,185.0,1324.0
3040.0,4.5,11.0,0,0.053325,-0.022685635553470918,0.02759347647945017,-0.012979199999999998,498.0,1491.0
1468.0,3.0,3.0,1,0.01345,-0.023293296089385476,0.0013818821407296756,-0.004979199999999999,152.0,877.0
419.0,4.5,23.0,1,0.0205,0.010037240537240538,0.017668192023753335,-0.012979199999999998,90.0,258.0
56.0,4.5,237.0,1,0.0777,0.07632455745091729,0.07848254758238853,0.0190208,163.0,262.0
4809.0,4.0,8.0,1,0.053875,-0.06638080315691736,0.009124292351751427,0.0030208000000000014,1730.0,1215.0
1956.0,4.5,20.0,1,0.06835,0.01945711672155141,0.05226468689687593,0.0030208000000000014,106.0,222.0
6644.0,4.0,34.0,1,0.143925,-0.022178852501737317,0.0797105593387871,-0.004979199999999999,124.0,136.0
6300.0,4.0,11.0,1,0.122425,-0.035082164011437905,0.07057188284754093,0.0110208,150.0,295.0
2724.0,4.0,64.0,0,0.06835,0.0002500914745700695,0.04620318288950645,-0.004979199999999999,309.0,940.0
799.0,3.5,6.0,1,0.007525,-0.012491499999999999,0.0017141781077641993,-0.012979199999999998,439.0,1016.0
4881.0,4.0,5.0,2,0.053325,-0.06873222326454033,0.013062701250998293,-0.004979199999999999,194.0,1498.0
798.0,4.0,12.0,1,0.012025,-0.007941510416666665,0.004422588110565539,0.0030208000000000014,156.0,2126.0
1748.0,4.0,0.0,1,0.0205,-0.02322832722832723,0.007176222765679973,-0.012979199999999998,4328.0,504.0876149434008
91.0,4.5,381.0,0,0.05195,0.04969891670678864,0.07761443646482039,0.0190208,174.0,416.0
1053.0,3.0,15.0,1,0.009625,-0.016743489583333333,0.0013189889006831525,-0.004979199999999999,96.0,599.0
3047.0,4.5,5.0,1,0.053325,-0.02286071763602251,0.0275382263835245,-0.012979199999999998,161.0,97.0
6397.0,3.5,5.0,1,0.0777,-0.08225146443514646,0.02843650632937911,-0.012979199999999998,338.0,359.0
5.0,4.5,589.0,1,0.00525,0.0051495215311004785,0.005097965818616455,0.0270208,129.0,952.0
72.0,4.5,209.0,2,0.018175,0.016397555096418732,0.02053389807241163,0.0030208000000000014,117.0,601.0
25.0,4.5,1170.0,2,0.0157,0.015099043062200956,0.017495732864944328,0.0270208,179.0,197.0
404.0,4.0,789.0,1,0.05195,0.041870149253731344,0.07514409696782132,0.0110208,269.0,449.0
2397.0,5.0,6.0,1,0.053875,-0.006052808727948004,0.02816217570159956,-0.012979199999999998,314.0,820.0
5967.0,2.5,76.0,1,0.053325,-0.09589495778611631,0.004491043511672525,-0.012979199999999998,411.0,1049.0
1026.0,4.5,25.0,0,0.0325,0.0068552732871439565,0.026561495902698778,0.0110208,127.0,181.0
8.0,4.5,345.0,1,0.012825,0.012649658203124999,0.013976104523316627,0.0030208000000000014,217.0,375.0
4982.0,4.0,29.0,1,0.05195,-0.0726349542609533,0.03901242215228871,-0.012979199999999998,1217.0,851.0
2828.0,4.0,25.0,1,0.036075,-0.03464901178918169,0.01366346611185446,0.0110208,515.0,1026.0
4282.0,4.0,6.0,1,0.053875,-0.05319968662952646,0.013283896217991049,-0.012979199999999998,439.0,721.0
2186.0,4.0,2.0,1,0.0265,-0.02817658168083097,0.001255309769598986,-0.012979199999999998,575.7305018056379,504.0876149434008
1047.0,4.5,35.0,1,0.036075,0.009906865464632455,0.02772160195542049,0.0270208,575.7305018056379,504.0876149434008
15972.0,2.5,2.0,1,0.143925,-0.25541936674774146,0.006092727901935013,-0.004979199999999999,1852.0,320.0
1016.0,4.5,11.0,1,0.012825,-0.012599560546875,0.006016831438851566,-0.012979199999999998,1669.0,324.0
2741.0,4.0,0.0,1,0.022325,-0.0462517937219731,0.0007105006638478277,-0.012979199999999998,48.0,393.0
